person_id,institution,program,start_date,location,standardized_program,education_year
40455,omaha north high magnet school,diploma,,,Other Education,
40457,the university of kansas,bachelor s in visual communication -- graphic design,09/06,"lawrence, ks",Other Education,
40458,rutgers university of new brunswick,bachelor of science in computer science,,"new brunswick, nj",Computer Science,
40459,university of north carolina at charlotte,bachelor of science in computer science,09/12,"charlotte, nc",Computer Science,
40459,independence high school,high school diploma,09/06,,Other Education,
40460,university of informatics sciences,bachelor of science in software engineering in process business management,09/2012,"havana, cu",Computer Science,2012
40462,university of bridgeport,msc. in technology management,08/2016,"bridgeport, ct",Other Education,2016
40462,university of nottingham,msc. in computer engineering,09/2012,"nottingham, uk",Other Education,2012
40462,igbenedion university okada,bsc. in electrical engineering,09/2007,"okada, nigeria",Electronics Engineering,2007
40463,bergen community college,research,09/96,"paramus, nj",Other Education,
40464,northwestern polytechnic university,master of science in computer science,2016/,"fremont, ca",Computer Science,2016
40464,shivaji university of kolhapur,bachelor of science in information technology,2014/,"kolhapur, maharashtra",Information Technology,2014
40465,bowie state university,master s degree in computer science,2018/,"bowie, md",Computer Science,2018
40465,"university of benin, edo state nigeria",bachelor s degree in computer science education,2010/,,Computer Science,2010
40465,college of education warri,associate s degree in computer science biology,2006/,,Computer Science,2006
40466,"texas state university - round rock, tx",masters in software engineering,09/2018,"round rock, tx",Computer Science,2018
40466,"pennsylvania state university - university park, pa",bachelor of arts in economics,09/1998,"university park, pa",Other Education,1998
40467,austin coding academy,web developer certification in computer science,09/16,"austin, tx",Computer Science,
40467,texas state university-san marcos,bachelor of science in computer science,08/12,"san marcos, tx",Computer Science,
40468,california state university bakersfield,bachelor of science in computer science,2017,"bakersfield, ca",Computer Science,2017
40469,plymouth state university,bs in information technology,,"plymouth, nh",Information Technology,
40470,rzeszow university of technology,engineer of science,05/2010,"rzeszow, poland",General Science,2010
40472,college of design,associate of applied science in web design and interactive media,06/09,"minneapolis, mn",General Science,
40474,university of north carolina at charlotte,b.a in software and information systems,09/2009,"charlotte, nc",Other Education,2009
40477,rochester institute of technology,bs in computer science,2007/09,"rochester, ny",Computer Science,2007
40477,john bapst memorial high school,high school or equivalent,2003/09,"bangor, me",Other Education,2003
40478,mount holyoke college,ma in it consultant and instructor,,,Information Technology,
40479,the art institute of fort lauderdale,bachelor of science in graphic design,09/2001,"fort lauderdale, fl",General Science,2001
40480,texas tech university,computer engineering,08/10,"tech, texas, us",Other Education,
40481,wilmington university,bachelor of science in web information systems,09/11,"new castle, de",General Science,
40482,cathedral high school,high school or equivalent,09/2014,"los angeles, ca",Other Education,2014
40482,city university of new york,bachelor s in computer science and application,09/2012,"new york, ny",Computer Science,2012
40483,"california state university, long beach",bachelor s in geography,08/2010,"long beach, ca",Other Education,2010
40483,"university of london goldsmiths, university of london",certification in responsive website development and design specialization,01/2016,"new cross, greater london",Information Technology,2016
40485,utah valley university,bachelor s in arts and visual communication - graphic design,08/2006,"orem, ut",Other Education,2006
40485,dev mountain,mean stack in web developer bootcamp,01/2015,"provo, ut",Other Education,2015
40486,"binghamton university, state university of new york, watson school of engineering",master of science in computer science,05/18,"new york, ny",Computer Science,
40486,"pune university, smt. kashibai navale college of engineering",bachelor of engineering in computer engineering,05/14,"pune, maharashtra",Other Education,
40487,university of texas at dallas,b.s in computer science engineering,07/19,"dallas, tx",Computer Science,
40489,texas a m university,bachelor of science in petroleum engineering,06/10,"college station, tx",General Science,
40489,devmountain,full stack development,02/17,"dallas, tx",Other Education,
40491,georgia state university,bachelor of arts in marketing,09/08,"atlanta, ga",Other Education,
40492,bachelors in computer science,computer science,,,Computer Science,
40493,georgia institute of technology,bachelor of science in computational media,05/11,"atlanta, ga",General Science,
40494,university of tulsa,b.f.a. in graphic design,2009,"tulsa, ok",Other Education,2009
40495,tashkent university of information technologies,bachelor s degree in computer information systems,,"tashkent, uz",Other Education,
40496,brigham young university,b.a. in political science,,,Information Technology,
40496,coding dojo,"certificate in full-stack python-django, full-stack ruby on rails, full-stack mean",05/17,"dallas, tx",Other Education,
40497,anna university,bachelor of engineering in computer science and engineering,05/15,,Computer Science,
40498,jntu,bachelor s in computer science,,,Computer Science,
40499,university of utah,bachelor of science in custom major cs fine art,08/09,"salt lake city, ut",General Science,
40502,worcester polytechnic institute,master of science in electrical and computer engineering,06/10,"worcester, ma",Electronics Engineering,
40503,michigan technological university,ms in electrical engineering,,,Electronics Engineering,
40504,worcester polytechnic institute,master of science in electrical and computer engineering,06/10,"worcester, ma",Electronics Engineering,
40507,worcester polytechnic institute,master of science in electrical and computer engineering,06/10,"worcester, ma",Electronics Engineering,
40510,george mason university,bachelor of information technology in information technology,,"fairfax, va",Information Technology,
40514,gujarat technical university,bachelor of engineering in information technology,07/12,india,Information Technology,
40516,art institute,web design interactive media,08/2008,"austin, tx",Other Education,2008
40519,amrita institute of technology,btech cs in cs,08/2005,,Other Education,2005
40520,new jersey institute of technology,master s in computer science,,,Computer Science,
40521,national university,master of science in computer science,,"san diego, ca",Computer Science,
40522,northwestern polytechnic university,masters in computer science,09/2015,"fremont, ca",Computer Science,2015
40522,jawaharlal nehru technological university,bachelors in computer science,05/2012,"hyderabad, telangana",Computer Science,2012
40524,university of the arts,bachelor of fine arts in photography,,"philadelphia, pa",Other Education,
40525,guilford college,"bachelor of arts in english, history",01/12,,Other Education,
40525,wake technical community college,associate in arts,08/10,,Other Education,
40527,tianjin university of finance and economics,b.tech,2012,,Other Education,2012
40528,belarusian state university of informatics and radioelectronics,information technology,09/14,"minsk, by",Information Technology,
40529,western michigan university,master of science in electrical engineering,,,Electronics Engineering,
40531,rensselaer polytechnic institute,bachelor s in computer science,09/2010,"troy, ny",Computer Science,2010
40532,anna university,bachelors in mechatronics engineering,2006,,Computer Science,2006
40536,northwest missouri state university,master s in science technology,,"northwest, missouri, us",General Science,
40537,northwest missouri state university,master s in applied computer science,08/2013,"northwest, missouri, us",Computer Science,2013
40537,sreenidhi institute of science technology,bachelor s in computer science engineering,09/2006,,Computer Science,2006
40538,ba in computer jntu,ba in computer,,frmont,Other Education,
40539,new jersey institute of technology,m.s. in electrical engineering,,"newark, nj",Electronics Engineering,
40540,new york university - tandon engineering school,m.s. in electrical engineering,05/12,"new york, ny",Electronics Engineering,
40540,harbin institute of technology,b.e. in electrical engineering,07/10,,Electronics Engineering,
40541,northwest missouri state university,master of science in applied computer science,08/YY,"maryville, mo",Computer Science,
40544,university of central missouri,masters in computer science,2014,,Computer Science,2014
40545,jntu hyderabad,bachelor s degree in information technology,,information technology,Information Technology,
40546,parsons new school,certification,12/2012,,Other Education,2012
40546,long island university,bachelors of arts,2002,,Other Education,2002
40547,gujarat university india,bachelor in computer science,,,Computer Science,
40549,atharva college of engineering - mumbai,b.e in computer,09/11,"maharashtra, in",Other Education,
40549,kolhapur government polytechnic,diploma,11/08,,Other Education,
40549,pachal,junior college,08/06,,Other Education,
40550,suffolk community college,a.a in communication studies,09/91,"brentwood, ny",Other Education,
40552,university of california - riverside,bachelor of arts in sociology,09/2009,"riverside, ca",Other Education,2009
40553,lane community college,graphic design,09/2008,,Other Education,2008
40555,oregon state university,master s in computer science,,,Computer Science,
40556,general assembly,wdi student,07/2015,massachusetts,Other Education,2015
40556,university of michigan,web developer,2015,michigan,Other Education,2015
40556,massachusetts college of pharmacy and health services,pharmaceutical sciences,2009,massachusetts,General Science,2009
40558,university of minnesota - college of liberal arts,ba in web design,2003,,Other Education,2003
40559,purdue university,b.a. in english and psychology,2004,,Other Education,2004
40561,"university of wisconsin - milwaukee, wi",bachelor of science in information resources,2008,"milwaukee, wi",General Science,2008
40563,california state university - los angeles,master of science in computer science,03/15,"los angeles, ca",Computer Science,
40563,visveswaraya technological university,bachelor of computer science in computer science,09/08,,Computer Science,
40564,texas tech university,bachelors in electronics and communication engineering,,"tech, texas, us",Electronics Engineering,
40565,southern polytechnic state university,m.s computer science,,"new york, ny",Computer Science,
40566,university of pittsburgh,bachelor of science,2003,,General Science,2003
40569,missouri state university,computer science,09/2009,,Computer Science,2009
40569,art institute of las vegas,web design and interactive media,09/2008,,Other Education,2008
40569,west plains high school,high school diploma,,,Other Education,
40570,towson university,bachelor in computer arts,05/06,"towson, md",Other Education,
40572,"matc uw - milwaukee, wi",bachelor s in fine arts/photo,2003,"milwaukee, wi",Other Education,2003
40573,clark university,bachelor s in multimedia web design,06/2006,"braintree, ma",Other Education,2006
40574,national technical university kharkiv polytechnic institute,bachelor in computer and information technology in artificial intelligence,2012/09,kharkiv,Information Technology,2012
40574,vasyl karazin kharkov national university,bachelor in economics in finance and credit,2010/09,kharkiv,Information Technology,2010
40574,kharkiv physics and mathematics lyceum,high school or equivalent in physics and mathematics,2003/09,kharkiv,Mathematics,2003
40576,university of maryland university college,bachelor of science in digital media and web,,,Information Technology,
40576,"university of maryland - college park, md",bachelor of science in natural resource sciences,,"college park, md",General Science,
40577,northern illinois university,bachelor s in music,03/19,"dekalb, il",Other Education,
40578,rochester institute of technology,ba in management information systems,,,Other Education,
40579,"the illinois institute of art - chicago, il",bachelor of fine arts in web design interactive media,06/2001,"chicago, il",Other Education,2001
40582,southern new hampshire university,bachelor s in business organizational leadership,2017/,,Other Education,2017
40582,francis tuttle technology center,certificate in web developer,2011/,,Other Education,2011
40582,gordon cooper technology center,certificate in web multimedia,1998/,,Other Education,1998
40583,ocean county college,a.s. in mechanical engineering,05/98,"toms river, nj",Mechanical Engineering,
40584,teegala krishna reddy engineering college,bachelor s in computer science engineering,,,Computer Science,
40586,ocean county college,certificate,,"toms river, nj",Other Education,
40586,cittone institute,certificate,,"new york, ny",Other Education,
40587,indiana university-bloomington,"bachelor of science in business in marketing and physical distribution, logistics",1994,"indianapolis, in",General Science,1994
40588,columbia college chicago,"mobile media programming, ba in web / mobile application development",09/13,"chicago, il",Other Education,
40590,purdue university,bachelor s in computer graphics,08/2003,"west lafayette, in",Other Education,2003
40591,platt college,bachelor of science in media arts,2007/09,"san diego, ca",General Science,2007
40591,platt college,applied associates in graphic design,2007/09,"san diego, ca",Other Education,2007
40591,uc santa cruz,bachelor of arts in business management economics,2001/09,"santa cruz, ca",Other Education,2001
40592,gateway technical college,web development administration,2010/11,"kenosha, wi",Other Education,2010
40592,illinois institute of art,web design interactive media,2007/09,"chicago, il",Other Education,2007
40592,gateway technical college,none in marketing,2006/07,"kenosha, wi",Other Education,2006
40594,new york university,scjp in computer science,,,Computer Science,
40596,stevens institute of technology,master,08/2014,may 2016,Other Education,2014
40597,the illinois institute of art chicago,bachelor of fine arts in interactive media design,03/2002,chicago,Other Education,2002
40599,osmania university,masters degree in computer science,,india,Computer Science,
40602,salt lake community college,aas in web development,01/13,"salt lake city, ut",Other Education,
40603,york university,bachelor of science in computer science,,"toronto, on",Computer Science,
40604,new york university,bachelor s in computer science,,,Computer Science,
40607,wayne state university,bachelor of computer science in computer science,06/20,"detroit, mi",Computer Science,
40608,new york institute of technology,master of science in electrical and computer engineering,09/2014,new york,Electronics Engineering,2014
40608,new york institute of technology,bachelor of science in electrical and computer engineering,09/2011,new york,Electronics Engineering,2011
40608,nanjing university of posts and telecommunications,bachelor of science in electrical and computer engineering,09/2011,nanjing,Electronics Engineering,2011
40610,cuesta college,associate in web development certification,06/00,"san luis obispo, ca",Other Education,
40612,university of central florida,ba in computer science,09/06,"orlando, fl",Computer Science,
40613,lehigh university,liberal arts,,,Other Education,
40616,rutgers university,full stack certification,07/2018,"newark, nj",Other Education,2018
40616,villanova university,mastering project management,10/2013,,Other Education,2013
40616,villanova university,advanced strategic project management,08/2013,,Other Education,2013
40616,villanova university,project management for is,06/2013,,Other Education,2013
40618,campbellsville university ky,masters information technology,,ky,Information Technology,
40618,jawaharlal nehru technological university hyderabad,bachelors in engineering,,"hyderabad, ap, in",Other Education,
40619,national institute of technology,b. tech in engineering,,,Other Education,
40620,california institute of the arts,m.a. in graphic design,,,Other Education,
40620,michigan state university,b.a. in anthropology,,,Other Education,
40621,rutgers university,bachelor of science in mathematics and computer science,05/13,"new brunswick, nj",Computer Science,
40624,unam - mexico city,bachelor s in computer science,05/2005,mexico city,Computer Science,2005
40626,community college of philadelphia,certificate in web development,09/2017,"philadelphia, pa",Other Education,2017
40627,case western reserve university,master s in clinical engineering,09/93,"cleveland, oh",Other Education,
40627,duke university,bachelor s in biomedical and electrical engineering,09/88,"durham, nc",Electronics Engineering,
40629,jntu,b.tech in computer science,,"hyderabad, andhra pradesh",Computer Science,
40631,middlesex university,bs in information systems management,01/08,"london, oh",Other Education,
40632,new york university,bachelor s in computer science,na,na,Computer Science,
40633,oregon state university,master s in computer science,,,Computer Science,
40634,pratt institute,interactive media and web design,09/01,"new york, ny",Other Education,
40634,national university of food technologies,mechanical engineering,09/00,"kiev, ua",Mechanical Engineering,
40635,illinois institute of technology,master of science in computer science,12/05,"chicago, il",Computer Science,
40635,hanyang university,bachelor of science in biochemistry,02/95,,General Science,
40636,university of forestry,master degree,09/01,"sofia, bg",Other Education,
40638,newberry school of beauty,license in cosmetology,,"hollywood, ca",Other Education,
40638,american business technology university,diploma in computer programming and systems design,05/16,"saint joseph, mo",Other Education,
40639,oregon state university,master s in computer science,,,Computer Science,
40641,university of texas at austin,full stack coding bootcamp,02/2019,"austin, tx",Other Education,2019
40643,university of advancing technology,bachelors degree in multimedia,06/2004,"tempe, az",Other Education,2004
40643,collin county community college,associates degree in fine arts graphic design,09/1993,"plano, tx",Other Education,1993
40643,university of paris,certificate of completion in program-fine art,,,Other Education,
40644,computer learning center,associate in programming,09/98,"plymouth meeting, pa",Other Education,
40644,montgomery county community college,electrical engineering,09/90,,Electronics Engineering,
40645,johnson county community college,associate of arts in business administration,08/08,"overland park, ks",Business Administration,
40646,embry riddle aeronautical university-worldwide,bachelor s in professional aeronautics,08/2004,various,Other Education,2004
40647,cuny john jay college of criminal justice,clinical supervision and foundations,06/21,"new york, ny",Other Education,
40647,ackerman institute for families,master of social work in social work,2017,,Other Education,2017
40647,"new york university, silver school of social work",bachelor of arts in english literature,2012,"new york, ny",Information Technology,2012
40647,"university of maryland, college park",english literature,2005,"college park, md",Information Technology,2005
40648,university of texas at austin,bachelor of science in radio-television-film,1997,"austin, tx",General Science,1997
40649,masters institute,a.a.s in multimedia and visual communications,09/00,"san jose, ca",Other Education,
40650,ohio dominican university,ba in mathematics,05/98,"columbus, oh",Mathematics,
40652,fordham university,web design certificate,03/2005,,Other Education,2005
40653,central piedmont community college,a.a.s in web technologies,09/15,"charlotte, nc",Other Education,
40653,berklee college of music,b.f.a in film scoring,09/98,"boston, ma",Other Education,
40654,cincinnati state technical and community college,associate s degree in web design technology,09/03,"cincinnati, oh",Other Education,
40655,hennepin technical college,diploma in cabinetmaking,01/19,"brooklyn park, mn",Other Education,
40655,minnesota state university moorhead,"bachelor of arts in fine arts, photography",09/97,"moorhead, mn",Other Education,
40656,rutgers university,information technology,09/15,"somerset, nj",Information Technology,
40656,mercer county community college,programming certificate,09/09,"west windsor, nj",Other Education,
40657,california state university long beach,ba in studio art in visual communications,05/00,"long beach, ca",Other Education,
40658,new york city college of technology,btech in computer systems technology,,"brooklyn, ny",Other Education,
40659,devry university,bachelor s in computer information systems,09/2006,"pomona, ca",Other Education,2006
40660,university of california - irvine,web development - coding bootcamp - in web development,01/18,ca,Other Education,
40660,california state university - fullerton,bachelor of science in computer science,,ca,Computer Science,
40661,national university of shipbuilding,"master of engineering in higher mathematics, physics, pogramming, 2d 3d industrial design",2006/09,,Mathematics,2006
40661,national university of shipbuilding,bachelor of economics,2009/09,,Other Education,2009
40662,st. paul university philippines,master s in information technology,01/2005,tuguegarao city,Information Technology,2005
40662,st. paul university dumaguete,bachelor s in information technology,06/2000,dumaguete,Information Technology,2000
40664,afpa pompey,associate s degree in software development,2015,,Other Education,2015
40664,universit nancy 2,licence in anglais,2013,,Other Education,2013
40664,conservatoire national des arts et m tiers,masters in scotch.io,2012,,Other Education,2012
40665,new jersey institute of technology,b.s in web information systems,05/20,"newark, nj",Other Education,
40666,american intercontinental university,bachelor of fine arts in visual communication,03/2004,,Other Education,2004
40667,university of houston,b.f.a. in photography/digital media,,,Information Technology,
40668,"minnesota state university - mankato, mn",b.f.a. in graphic design,,"mankato, mn",Other Education,
40669,georgia state university,bs in computer software systems,09/2009,"smyrna, ga",Other Education,2009
40670,university of georgia,masters in technology,,,Other Education,
40671,new england institute of art,bs in interactive media,,,Other Education,
40672,east stroudsburg university,ms clinical exercise physiology,08/10,"east stroudsburg, pa",Other Education,
40672,shippensburg university,bs exercise science,08/05,"shippensburg, pa",General Science,
40673,depaul university,master of science in computer science,08/2007,"chicago, il",Computer Science,2007
40673,mumbai university,bachelor of engineering in information technology,07/2004,"mumbai, maharashtra",Information Technology,2004
40676,ivy tech community college,associate in computer information systems,01/04,"bloomington, in",Other Education,
40677,indiana university,bachelors of science in business in finance,,,General Science,
40679,wright state university,b.s. in electrical engineering in computer science,,"dayton, oh",Computer Science,
40680,university of texas at dallas,bachelor of arts in art and technology,08/2011,"dallas, tx",Other Education,2011
40680,university of arkansas community college,associate of applied science,01/2004,,General Science,2004
40681,brown college,associate of applied science degree in multi-media,04/2004,,General Science,2004
40682,northern illinois university,associate of science,05/11,"las vegas, nv",General Science,
40687,university of california irvine,bachelor of arts in history,06/09,"irvine, ca",Other Education,
40687,university of california irvine extension,project management course,2010,"irvine, ca",Other Education,2010
40688,keller graduate school,mba,,,Business Administration,
40688,devry university,"bs, in technical management",,,Other Education,
40689,florida atlantic university,bachelor of science in chemistry,1984/00,"boca raton, fl",General Science,1984
40689,broward community college,associate of science in biology,1982/00,"davie, fl",General Science,1982
40689,eastern michigan university,psychology,,"ypsilanti, mi",Other Education,
40691,university of north carolina at charlotte,b.s. in electrical engineering,,"charlotte, nc",Electronics Engineering,
40691,community college of the air force,a.s. in avionic systems technology,,"fort walton beach, fl",Other Education,
40692,metropolitan state university,bachelor of arts degree in computer science,04/08,"saint paul, mn",Computer Science,
40694,osmania university,bachelor s in computer science,2011,computer science,Computer Science,2011
40695,keller graduate school of,masters of information in systems analyst,2000/00,"abbott park, il",Other Education,2000
40695,alverno college,bachelor of arts in business,1989/00,"abbott park, il",Other Education,1989
40696,university of california - davis,bachelor s in graphic design,09/2005,"davis, ca",Other Education,2005
40697,university of missouri,"b.s. in applied mathematics, minor in computer science",2003,,Computer Science,2003
40698,arizona state university,bachelor s in software engineering,,,Computer Science,
40699,full sail university,bachelor of science in web design development,08/15,,General Science,
40699,valencia college,associate of science in graphic design technology,12/99,,General Science,
40701,northern illinois university,bachelor s of arts degree,,"dekalb, il",Other Education,
40702,northern alberta institute of technology,diploma in multimedia,1997,,Other Education,1997
40704,east china normal university,psychology,04/17,beijing,Other Education,
40704,beijing language and culture university,france,01/17,beijing,Other Education,
40704,nanyang institute of technology,information technology,09/09,henan,Information Technology,
40706,central michigan university,bachelor of science in computer science,08/2003,"mount pleasant, mi",Computer Science,2003
40706,central michigan university,master of science in administration,08/2010,"mount pleasant, mi",General Science,2010
40706,baker college,associate in applied science in computer programming,09/2000,"jackson, mi",General Science,2000
40707,community college of allegheny county,associates in web programming,,,Other Education,
40707,university of akron,liberal arts,,"akron, oh",Other Education,
40708,british columbia institute of technology,new media design and web,03/2014,"vancouver, bc",Other Education,2014
40708,jawaharlal technological university,bachelor of computer science in computer science,04/2011,"hyderabad, telangana",Computer Science,2011
40709,stevens institute of technology,b.s. in computer science,12/05,,Computer Science,
40712,rutgers - mason gross school of the arts,bachelor s of music in guitar performance,09/1998,"new brunswick, nj",Information Technology,1998
40712,flatiron school,full stack web development,09/2017,"new york, ny",Other Education,2017
40714,the art institute of pittsburgh,associate of science in multimedia and web design,06/2003,pittsburgh,General Science,2003
40715,california state university - fullerton,master of science in computer engineering,08/17,"fullerton, ca",General Science,
40715,amritsar college of engineering and technology,bachelor of science in computer science engineering,06/11,"amritsar, punjab",Computer Science,
40716,niit university,undergraduate in databases,2015/09,,Other Education,2015
40716,narayana junior college,b.tech in computer science and engineering,2013/09,"hyderabad, andhra pradesh, in",Computer Science,2013
40717,spb technical university,computer sciences,09/08,,Computer Science,
40718,devry university,bachelor of science in electronic engineering technology,2000,,General Science,2000
40719,arizona state university,"bachelor of science in b.s. , computer graphics communications",12/99,"tempe, az",General Science,
40720,city college of san francisco,a.s. in computer science,06/04,"san francisco, ca",Computer Science,
40720,university of california - berkeley,b.a. in biochemistry,05/95,"berkeley, ca",Other Education,
40721,quinnipiac university,master of science in interactive communications,09/2007,,General Science,2007
40721,suny brockport,bachelor of arts in communications,09/2002,,Other Education,2002
40722,university of houston,bachelor of science in computer science,1997,"houston, tx",Computer Science,1997
40723,university of georgia,bachelor s,,,Other Education,
40724,university of computer sciences,bachelor degree in computer science,07/08,"havana, cu",Computer Science,
40725,northwestern polytechnic university,masters,,california,Other Education,
40725,osmania university,bachelors,,"hyderabad, telangana",Other Education,
40726,austin community college,computer science / paralegal,,"austin, tx",Computer Science,
40727,carrington college,a.a.s.,07/01,"phoenix, az",Other Education,
40728,rmit university vietnam,bachelor of it,2008,vietnam,Information Technology,2008
40729,university of texas at arlington,english,,"arlington, tx",Other Education,
40730,saint petersburg college,computer programming,,"clearwater, fl",Other Education,
40731,stanford university,master of science in computer science,,,Computer Science,
40733,kansas state university,bs in print journalism and mass communication,07/2010,"miami, fl",Other Education,2010
40735,concordia university,bachelors of fine arts in fine arts,09/97,"montr al, qc",Other Education,
40737,ucsd,certification in front-end development,01/18,"san diego, ca",Other Education,
40737,ucsd,certification in ux design,01/18,"san diego, ca",Other Education,
40737,wheeling jesuit university,bachelor s in business admin. management,09/92,"wheeling, wv",Other Education,
40738,bradley academy for the visual arts,associate in multimedia design,07/99,"york, pa",Other Education,
40739,binghamton university,master of science in electrical and computer engineering,,"new york, ny",Electronics Engineering,
40739,anna university,bachelor of engineering in electronics and communication engineering,,,Electronics Engineering,
40741,california state university - hayward,bachelor of arts in digital graphics and multimedia,,"hayward, ca",Information Technology,
40741,ohlone college,associate of arts in digital graphics,,"fremont, ca",Information Technology,
40742,university of north alabama,bachelor of science in computer information systems,1998,"florence, al",General Science,1998
40742,vanderbilt university,communication studies,,"nashville, tn",Other Education,
40742,kennesaw state university,web design certificate,,,Other Education,
40743,san francisco state,bachelor of arts,01/2017,,Other Education,2017
40744,texas tech university,master s in computer science,,"tech, texas, us",Computer Science,
40744,texas tech university,bachelor s in computer science,,"tech, texas, us",Computer Science,
40746,university of central florida,ucf coding boot camp full stack web development,11/18,"orlando, fl",Other Education,
40747,arizona state university-polytechnic,"bachelors of science, graphic information technology",09/02,"tempe, az",Information Technology,
40748,sussex county community college,a.a.s. in management information systems,12/19,"newton, nj",Other Education,
40748,county college of morris,project management professional pmp,08/16,"township of randolph, nj",Other Education,
40749,university of puerto rico,bachelor s in accounting,06/15,"rio piedras, pr",Other Education,
40749,per scholas and general assembly,certificate of completion in web development,06/17,"new york, ny",Other Education,
40750,university of pennsylvania,b.s. in computer science,09/08,2008 to 2012,Computer Science,
40751,queens college,bachelor of arts in sociology and english,09/88,"new york, ny",Other Education,
40752,oregon coast community college,ged,09/05,"newport, or",Other Education,
40753,university of california at berkeley extension,bs in business administration,10/14,"mountain view, ca",Business Administration,
40754,university of cincinnati college conservatory of music,bachelor of fine arts in electronic media,09/2002,"cincinnati, oh",Other Education,2002
40755,barstow high school,diploma,09/1992,"barstow, ca",Other Education,1992
40756,university of north texas,master of science in information technology in information technology,,,Information Technology,
40757,university of north texas,master of science in information technology in information technology,,,Information Technology,
40758,university of north texas,master of science in information technology in information technology,,,Information Technology,
40762,queens college,"b.s. in computer science, minor in mathematics",08/2012,"new york, ny",Computer Science,2012
40763,westwood college,bachelor s in visual communications,06/03,"denver, co",Other Education,
40764,university of central florida,certification in web development and software programming,11/18,"orlando, fl",Other Education,
40764,colorado technical university,bachelor s of science in criminal justice,05/08,"colorado springs, co",General Science,
40764,air force institute of technology school of engineering management,associate in aircraft armament systems technology,08/00,"randolph afb, tx",Other Education,
40765,auburn university,bachelor s degree,,"auburn, al",Other Education,
40767,austin community college,associate in computer science,01/17,"austin, tx",Computer Science,
40768,"turing school of software - denver, co",software design,10/18,"denver, co",Other Education,
40769,ohio state university-main campus,bachelor s in microbiology,09/05,"columbus, oh",Other Education,
40771,ekiti state university,bachelor s in computer science,08/2006,ekiti,Computer Science,2006
40772,fairleigh dickinson university,master s degree in electrical engineering,09/17,teaneck usa,Electronics Engineering,
40772,kakatiya university,bachelors in electrical and electronic engineering,06/10,warangal,Electronics Engineering,
40773,texas state university,b.b.a. in computer information systems,09/2014,"san marcos, tx",Other Education,2014
40773,san antonio college,a.a.s. in associate of applied science electronic graphics,03/2010,"san antonio, tx",General Science,2010
40774,la guardia college,associates in digital media in computer science,,,Computer Science,
40777,multimedia art institute of tampa,b.a in studio art,2005/06,tampa,Other Education,2005
40777,eckerd college,a.a in graphic design,2006/00,tampa,Other Education,2006
40778,st. petersburg college,bachelor of business administration in health care administration/management,09/2009,,Business Administration,2009
40779,the university of montana,bachelor of arts in media art in digital art and design,08/2006,"missoula, mt",Information Technology,2006
40781,the wharton school,business foundations specialization program,12/2015,,Other Education,2015
40781,virginia commonwealth university,bfa in communication arts,08/1990,,Other Education,1990
40782,central oregon community college,associate of science a.s. in computer and information sciences,09/03,"bend, or",General Science,
40783,columbia college chicago,"ba in interactive art media, minor creative advertising",09/14,"chicago, il",Other Education,
40784,central new mexico community college,associate in web technology,08/1997,"albuquerque, nm",Other Education,1997
40784,central new mexico community college,associate in engineering drafting,08/1994,"albuquerque, nm",Other Education,1994
40784,artesia high school,high school or equivalent,08/1992,"artesia, nm",Other Education,1992
40785,st. joseph s college of maine,bachelor of arts in multimedia communications,2004/08,maine,Other Education,2004
40786,mt sierra college,bachelor s in media arts and design,10/2003,"monrovia, ca",Other Education,2003
40787,suny empire state college,master s in information technology,Present,"saratoga springs, ny",Information Technology,
40787,suny empire state college,bachelor s in business management,10/2015,"saratoga springs, ny",Other Education,2015
40788,udacity,front-end web development,01/2018,,Other Education,2018
40788,ateneo de manila university,ma education candidate,06/2001,,Other Education,2001
40789,loyola new orleans school of law,jd,,,Other Education,
40789,university of tennessee - knoxville,ba in english,,tn,Other Education,
40790,colorado state university global,data analytics/business intelligence,2017/09,,Data Science,2017
40790,red rocks community college,graphic design/multimedia,1997/01,,Other Education,1997
40790,colorado state university,business concentration in marketing,1993/01,,Other Education,1993
40791,technical motorcycle driving school,cdl,2016,,Other Education,2016
40791,american senior high school,high school diploma,2010,,Other Education,2010
40792,yale,economics/econometrics,,,Other Education,
40792,nyu,master s,,,Other Education,
40793,university of maryland-university college,software development and security in computer science,08/2016,august 2016 to december 2020,Computer Science,2016
40794,la salle university,bachelor s in computer cience,02/14,canoas,Other Education,
40795,trident technical college,a.s. in computer technology,2014,"charleston, sc",Other Education,2014
40796,art institute of pittsburgh,bachelor of science in graphic arts,2001/09,"pittsburgh, pa",General Science,2001
40797,university of dayton,bachelor of science in electrical engineering,09/06,"dayton, oh",Electronics Engineering,
40798,penn foster online,high school or equivalent,,"new york, ny",Other Education,
40799,texas a m university commerce,mba in business,12/2012,,Business Administration,2012
40799,stephen f. austin state university,bachelor s in business administration,12/2002,"nacogdoches, tx",Business Administration,2002
40800,south dakota state university,bs in management information systems,09/2003,"brookings, sd",Other Education,2003
40802,cleveland state university,bachelor of arts in graphic design,09/08,"cleveland, oh",Other Education,
40803,illinois institute of technology,ms in computer science,,"chicago, il",Computer Science,
40803,devry university,bs in electronics engineering technology,,"chicago, il",Computer Science,
40803,north central university,music,,"minneapolis, mn",Other Education,
40804,san jose state university,bachelor of arts in design studies graphic design,08/2000,"san jose, ca",Other Education,2000
40804,silver creek high school,ged,08/1996,"san jose, ca",Other Education,1996
